id,session_id,student_id,status
391,18,17,present
392,18,18,present
393,18,19,present
394,18,20,present
395,18,21,present
396,18,22,present
397,19,1,present
398,19,2,present
399,19,3,present
400,19,4,present
401,19,5,absent
402,19,6,present
403,19,7,absent
404,19,8,present
405,19,9,present
406,19,10,present
407,19,11,present
408,19,12,present
409,19,13,present
410,19,14,present
411,19,15,present
412,19,16,present
413,19,17,present
414,19,18,present
415,19,19,present
416,19,20,present
417,19,21,present
418,19,22,present
419,20,1,present
420,20,2,present
421,20,3,present
422,20,4,present
423,20,5,absent
424,20,6,absent
425,20,7,present
426,20,8,present
427,20,9,present
428,20,10,present
429,20,11,present
430,20,12,present
431,20,13,present
432,20,14,present
433,20,15,present
434,20,16,present
435,20,17,present
436,20,18,present
437,20,19,present
438,20,20,present
439,20,21,present
440,20,22,present
441,21,1,present
442,21,2,present
443,21,3,present
444,21,4,present
445,21,5,present
446,21,6,present
447,21,7,present
448,21,8,present
449,21,9,absent
450,21,10,present
451,21,11,present
452,21,12,present
453,21,13,present
454,21,14,present
455,21,15,absent
456,21,16,present
457,21,17,present
458,21,18,excused
459,21,19,present
460,21,20,present
461,21,21,present
462,21,22,present
463,22,1,present
464,22,2,present
465,22,3,present
466,22,4,present
467,22,5,present
468,22,6,present
469,22,7,present
470,22,8,absent
471,22,9,late
472,22,10,present
473,22,11,present
474,22,12,present
475,22,13,present
476,22,14,present
477,22,15,present
478,22,16,present
479,22,17,present
480,22,18,present
481,22,19,present
482,22,20,present
483,22,21,absent
484,22,22,present
485,23,1,present
486,23,2,present
487,23,3,absent
488,23,4,present
489,23,5,present
490,23,6,present
491,23,7,absent
492,23,8,present
493,23,9,present
494,23,10,present
495,23,11,present
496,23,12,present
497,23,13,absent
498,23,14,absent
499,23,15,present
500,23,16,present
501,23,17,present
502,23,18,present
503,23,19,present
504,23,20,present
505,23,21,present
506,23,22,present
507,24,1,present
508,24,2,present
509,24,3,present
510,24,4,present
511,24,5,absent
512,24,6,present
513,24,7,present
514,24,8,present
515,24,9,present
516,24,10,present
517,24,11,absent
518,24,12,absent
519,24,13,present
520,24,14,present
521,24,15,present
522,24,16,absent
523,24,17,present
524,24,18,present
525,24,19,absent
526,24,20,absent
527,24,21,absent
528,24,22,present
529,25,1,present
530,25,2,present
531,25,3,present
532,25,4,present
533,25,5,present
534,25,6,present
535,25,7,present
536,25,8,present
537,25,9,present
538,25,10,present
539,25,11,present
540,25,12,absent
541,25,13,present
542,25,14,present
543,25,15,present
544,25,16,present
545,25,17,present
546,25,18,present
547,25,19,absent
548,25,20,present
549,25,21,present
550,25,22,present
551,26,1,present
552,26,2,present
553,26,3,present
554,26,4,present
555,26,5,present
556,26,6,present
557,26,7,present
558,26,8,present
559,26,9,present
560,26,10,absent
561,26,11,present
562,26,12,present
563,26,13,present
564,26,14,present
565,26,15,present
566,26,16,present
567,26,17,present
568,26,18,present
569,26,19,present
570,26,20,present
571,26,21,present
572,26,22,present
573,27,1,present
574,27,2,absent
575,27,3,present
576,27,4,present
577,27,5,absent
578,27,6,present
579,27,7,present
580,27,8,present
581,27,9,present
582,27,10,present
583,27,11,present
584,27,12,present
585,27,13,present
586,27,14,present
587,27,15,present
588,27,16,present
589,27,17,present
590,27,18,present
591,27,19,present
592,27,20,present
593,27,21,present
594,27,22,present
595,28,1,present
596,28,2,present
597,28,3,present
598,28,4,present
599,28,5,present
600,28,6,present
601,28,7,present
602,28,8,present
603,28,9,present
604,28,10,present
605,28,11,present
606,28,12,present
607,28,13,present
608,28,14,present
609,28,15,present
610,28,16,absent
611,28,17,present
612,28,18,present
613,28,19,present
614,28,20,present
615,28,21,present
616,28,22,present
617,29,1,present
618,29,2,present
619,29,3,absent
620,29,4,present
621,29,5,present
622,29,6,present
623,29,7,present
624,29,8,present
625,29,9,absent
626,29,10,present
627,29,11,present
628,29,12,present
629,29,13,present
630,29,14,present
631,29,15,present
632,29,16,present
633,29,17,present
634,29,18,present
635,29,19,present
636,29,20,present
637,29,21,present
638,29,22,present
639,30,1,present
640,30,2,present
641,30,3,present
642,30,4,present
643,30,5,present
644,30,6,present
645,30,7,absent
646,30,8,present
647,30,9,present
648,30,10,present
649,30,11,present
650,30,12,present
651,30,13,present
652,30,14,present
653,30,15,present
654,30,16,present
655,30,17,present
656,30,18,present
657,30,19,present
658,30,20,present
659,30,21,present
660,30,22,present
661,31,1,present
662,31,2,present
663,31,3,present
664,31,4,present
665,31,5,absent
666,31,6,present
667,31,7,present
668,31,8,present
669,31,9,present
670,31,10,present
671,31,11,present
672,31,12,present
673,31,13,present
674,31,14,present
675,31,15,present
676,31,16,present
677,31,17,present
678,31,18,present
679,31,19,present
680,31,20,late
681,31,21,present
682,31,22,present
683,32,1,present
684,32,2,present
685,32,3,present
686,32,4,absent
687,32,5,present
688,32,6,late
689,32,7,present
690,32,8,present
691,32,9,late
692,32,10,present
693,32,11,present
694,32,12,present
695,32,13,present
696,32,14,present
697,32,15,present
698,32,16,present
699,32,17,present
700,32,18,present
701,32,19,present
702,32,20,present
703,32,21,absent
704,32,22,present
705,33,1,present
706,33,2,present
707,33,3,present
708,33,4,absent
709,33,5,present
710,33,6,present
711,33,7,present
712,33,8,absent
713,33,9,present
714,33,10,present
715,33,11,present
716,33,12,present
717,33,13,present
718,33,14,present
719,33,15,present
720,33,16,present
721,33,17,present
722,33,18,present
723,33,19,present
724,33,20,present
725,33,21,present
726,33,22,absent
727,34,1,present
728,34,2,present
729,34,3,present
730,34,4,present
731,34,5,present
732,34,6,present
733,34,7,present
734,34,8,present
735,34,9,present
736,34,10,present
737,34,11,present
738,34,12,present
739,34,13,absent
740,34,14,present
741,34,15,present
742,34,16,present
743,34,17,present
744,34,18,present
745,34,19,present
746,34,20,present
747,34,21,absent
748,34,22,present
749,35,1,present
750,35,2,present
751,35,3,absent
752,35,4,present
753,35,5,present
754,35,6,absent
755,35,7,present
756,35,8,present
757,35,9,present
758,35,10,present
759,35,11,excused
760,35,12,present
761,35,13,present
762,35,14,present
763,35,15,present
764,35,16,present
765,35,17,absent
766,35,18,present
767,35,19,present
768,35,20,present
769,35,21,absent
770,35,22,present
771,36,1,present
772,36,2,present
773,36,3,present
774,36,4,present
775,36,5,present
776,36,6,present
777,36,7,present
778,36,8,present
779,36,9,present
780,36,10,present
781,36,11,present
782,36,12,present
783,36,13,present
784,36,14,present
785,36,15,present
786,36,16,present
787,36,17,present
788,36,18,present
789,36,19,late
790,36,20,present
791,36,21,present
792,36,22,present
793,37,1,present
794,37,2,present
795,37,3,present
796,37,4,present
797,37,5,absent
798,37,6,present
799,37,7,present
800,37,8,late
801,37,9,present
802,37,10,present
803,37,11,present
804,37,12,present
805,37,13,present
806,37,14,present
807,37,15,present
808,37,16,absent
809,37,17,present
810,37,18,present
811,37,19,present
812,37,20,present
813,37,21,present
814,37,22,absent
815,38,1,late
816,38,2,present
817,38,3,present
818,38,4,present
819,38,5,late
820,38,6,present
821,38,7,present
822,38,8,present
823,38,9,present
824,38,10,present
825,38,11,present
826,38,12,excused
827,38,13,present
828,38,14,present
829,38,15,present
830,38,16,absent
831,38,17,absent
832,38,18,absent
833,38,19,present
834,38,20,present
835,38,21,present
836,38,22,present
837,39,1,present
838,39,2,present
839,39,3,present
840,39,4,present
841,39,5,present
842,39,6,present
843,39,7,present
844,39,8,present
845,39,9,present
846,39,10,present
847,39,11,absent
848,39,12,present
849,39,13,present
850,39,14,present
851,39,15,present
852,39,16,present
853,39,17,present
854,39,18,late
855,39,19,present
856,39,20,present
857,39,21,present
858,39,22,present
859,40,1,present
860,40,2,present
861,40,3,present
862,40,4,present
863,40,5,present
864,40,6,present
865,40,7,present
866,40,8,present
867,40,9,present
868,40,10,present
869,40,11,present
870,40,12,present
871,40,13,present
872,40,14,present
873,40,15,present
874,40,16,present
875,40,17,present
876,40,18,present
877,40,19,absent
878,40,20,present
879,40,21,present
880,40,22,present
881,41,1,present
882,41,2,present
883,41,3,present
884,41,4,present
885,41,5,present
886,41,6,present
887,41,7,present
888,41,8,present
889,41,9,present
890,41,10,present
891,41,11,present
892,41,12,present
893,41,13,present
894,41,14,present
895,41,15,present
896,41,16,present
897,41,17,absent
898,41,18,present
899,41,19,present
900,41,20,present
901,41,21,absent
902,41,22,present
903,42,1,present
904,42,2,present
905,42,3,present
906,42,4,present
907,42,5,absent
908,42,6,present
909,42,7,absent
910,42,8,present
911,42,9,present
912,42,10,present
913,42,11,present
914,42,12,present
915,42,13,absent
916,42,14,absent
917,42,15,excused
918,42,16,present
919,42,17,present
920,42,18,present
921,42,19,present
922,42,20,present
923,42,21,present
924,42,22,present
925,43,1,present
926,43,2,present
927,43,3,present
928,43,4,absent
929,43,5,present
930,43,6,absent
931,43,7,present
932,43,8,present
933,43,9,absent
934,43,10,present
935,43,11,present
936,43,12,present
937,43,13,present
938,43,14,present
939,43,15,present
940,43,16,present
941,43,17,present
942,43,18,present
943,43,19,present
944,43,20,present
945,43,21,present
946,43,22,present
947,44,1,present
948,44,2,present
949,44,3,present
950,44,4,absent
951,44,5,absent
952,44,6,present
953,44,7,present
954,44,8,absent
955,44,9,present
956,44,10,present
957,44,11,present
958,44,12,present
959,44,13,late
960,44,14,present
961,44,15,present
962,44,16,present
963,44,17,absent
964,44,18,present
965,44,19,present
966,44,20,present
967,44,21,present
968,44,22,present
969,45,1,present
970,45,2,present
971,45,3,present
972,45,4,present
973,45,5,absent
974,45,6,present
975,45,7,present
976,45,8,present
977,45,9,absent
978,45,10,present
979,45,11,present
980,45,12,present
981,45,13,present
982,45,14,present
983,45,15,present
984,45,16,present
985,45,17,present
986,45,18,present
987,45,19,absent
988,45,20,present
989,45,21,absent
990,45,22,present
991,46,1,present
992,46,2,present
993,46,3,present
994,46,4,present
995,46,5,present
996,46,6,present
997,46,7,present
998,46,8,present
999,46,9,present
1000,46,10,present
1001,46,11,present
1002,46,12,present
1003,46,13,present
1004,46,14,present
1005,46,15,present
1006,46,16,present
1007,46,17,present
1008,46,18,present
1009,46,19,present
1010,46,20,present
1011,46,21,present
1012,46,22,present
1013,47,1,present
1014,47,2,present
1015,47,3,present
1016,47,4,absent
1017,47,5,absent
1018,47,6,present
1019,47,7,present
1020,47,8,present
1021,47,9,present
1022,47,10,present
1023,47,11,present
1024,47,12,present
1025,47,13,present
1026,47,14,present
1027,47,15,present
1028,47,16,present
1029,47,17,absent
1030,47,18,present
1031,47,19,present
1032,47,20,present
1033,47,21,absent
1034,47,22,absent
1035,48,1,present
1036,48,2,present
1037,48,3,present
1038,48,4,present
1039,48,5,present
1040,48,6,present
1041,48,7,present
1042,48,8,present
1043,48,9,present
1044,48,10,present
1045,48,11,present
1046,48,12,present
1047,48,13,present
1048,48,14,present
1049,48,15,present
1050,48,16,late
1051,48,17,present
1052,48,18,present
1053,48,19,present
1054,48,20,present
1055,48,21,present
1056,48,22,present
1057,49,1,present
1058,49,2,present
1059,49,3,present
1060,49,4,absent
1061,49,5,present
1062,49,6,present
1063,49,7,present
1064,49,8,present
1065,49,9,absent
1066,49,10,present
1067,49,11,present
1068,49,12,present
1069,49,13,present
1070,49,14,present
1071,49,15,present
1072,49,16,present
1073,49,17,present
1074,49,18,present
1075,49,19,absent
1076,49,20,present
1077,49,21,present
1078,49,22,present
1079,50,1,present
1080,50,2,present
1081,50,3,present
1082,50,4,present
1083,50,5,present
1084,50,6,late
1085,50,7,absent
1086,50,8,present
1087,50,9,present
1088,50,10,absent
1089,50,11,present
1090,50,12,present
1091,50,13,absent
1092,50,14,present
1093,50,15,present
1094,50,16,present
1095,50,17,absent
1096,50,18,late
1097,50,19,present
1098,50,20,present
1099,50,21,present
1100,50,22,present
1101,51,1,excused
1102,51,2,present
1103,51,3,present
1104,51,4,present
1105,51,5,absent
1106,51,6,absent
1107,51,7,present
1108,51,8,present
1109,51,9,absent
1110,51,10,present
1111,51,11,present
1112,51,12,present
1113,51,13,present
1114,51,14,present
1115,51,15,present
1116,51,16,present
1117,51,17,present
1118,51,18,present
1119,51,19,present
1120,51,20,present
1121,51,21,absent
1122,51,22,present
1123,52,1,present
1124,52,2,present
1125,52,3,present
1126,52,4,present
1127,52,5,present
1128,52,6,present
1129,52,7,present
1130,52,8,present
1131,52,9,absent
1132,52,10,present
1133,52,11,present
1134,52,12,present
1135,52,13,present
1136,52,14,present
1137,52,15,absent
1138,52,16,present
1139,52,17,present
1140,52,18,present
1141,52,19,present
1142,52,20,absent
1143,52,21,present
1144,52,22,present
1145,53,1,present
1146,53,2,present
1147,53,3,present
1148,53,4,present
1149,53,5,present
1150,53,6,present
1151,53,7,present
1152,53,8,present
1153,53,9,present
1154,53,10,present
1155,53,11,present
1156,53,12,present
1157,53,13,absent
1158,53,14,present
1159,53,15,present
1160,53,16,absent
1161,53,17,absent
1162,53,18,present
1163,53,19,present
1164,53,20,present
1165,53,21,present
1166,53,22,excused
1167,54,1,present
1168,54,2,present
1169,54,3,present
1170,54,4,present
1171,54,5,absent
1172,54,6,present
1173,54,7,present
1174,54,8,present
1175,54,9,present
1176,54,10,present
1177,54,11,late
1178,54,12,present
1179,54,13,present
1180,54,14,present
1181,54,15,present
1182,54,16,present
1183,54,17,present
1184,54,18,present
1185,54,19,present
1186,54,20,present
1187,54,21,present
1188,54,22,present
1189,55,1,present
1190,55,2,present
1191,55,3,present
1192,55,4,absent
1193,55,5,present
1194,55,6,present
1195,55,7,present
1196,55,8,present
1197,55,9,present
1198,55,10,present
1199,55,11,present
1200,55,12,present
1201,55,13,absent
1202,55,14,present
1203,55,15,present
1204,55,16,present
1205,55,17,present
1206,55,18,present
1207,55,19,present
1208,55,20,present
1209,55,21,present
1210,55,22,present
1211,56,1,present
1212,56,2,present
1213,56,3,absent
1214,56,4,present
1215,56,5,present
1216,56,6,present
1217,56,7,present
1218,56,8,present
1219,56,9,present
1220,56,10,present
1221,56,11,present
1222,56,12,present
1223,56,13,present
1224,56,14,present
1225,56,15,present
1226,56,16,absent
1227,56,17,absent
1228,56,18,present
1229,56,19,present
1230,56,20,present
1231,56,21,present
1232,56,22,present
1233,57,1,present
1234,57,2,present
1235,57,3,present
1236,57,4,present
1237,57,5,present
1238,57,6,present
1239,57,7,present
1240,57,8,absent
1241,57,9,present
1242,57,10,present
1243,57,11,present
1244,57,12,present
1245,57,13,present
1246,57,14,present
1247,57,15,present
1248,57,16,absent
1249,57,17,present
1250,57,18,present
1251,57,19,present
1252,57,20,present
1253,57,21,present
1254,57,22,present
1255,58,1,present
1256,58,2,present
1257,58,3,present
1258,58,4,present
1259,58,5,present
1260,58,6,present
1261,58,7,present
1262,58,8,present
1263,58,9,absent
1264,58,10,excused
1265,58,11,present
1266,58,12,present
1267,58,13,absent
1268,58,14,present
1269,58,15,present
1270,58,16,present
1271,58,17,present
1272,58,18,present
1273,58,19,present
1274,58,20,present
1275,58,21,present
1276,58,22,present
1277,59,1,present
1278,59,2,late
1279,59,3,present
1280,59,4,present
1281,59,5,present
1282,59,6,present
1283,59,7,present
1284,59,8,present
1285,59,9,present
1286,59,10,absent
1287,59,11,present
1288,59,12,present
1289,59,13,present
1290,59,14,present
1291,59,15,present
1292,59,16,late
1293,59,17,absent
1294,59,18,present
1295,59,19,present
1296,59,20,present
1297,59,21,present
1298,59,22,present
1299,60,1,present
1300,60,2,present
1301,60,3,present
1302,60,4,present
1303,60,5,present
1304,60,6,present
1305,60,7,present
1306,60,8,present
1307,60,9,present
1308,60,10,present
1309,60,11,absent
1310,60,12,present
1311,60,13,present
1312,60,14,present
1313,60,15,present
1314,60,16,present
1315,60,17,present
1316,60,18,present
1317,60,19,present
1318,60,20,present
1319,60,21,present
1320,60,22,present
1321,61,1,present
1322,61,2,present
1323,61,3,present
1324,61,4,present
1325,61,5,present
1326,61,6,present
1327,61,7,late
1328,61,8,present
1329,61,9,present
1330,61,10,present
1331,61,11,late
1332,61,12,present
1333,61,13,absent
1334,61,14,present
1335,61,15,present
1336,61,16,present
1337,61,17,present
1338,61,18,present
1339,61,19,present
1340,61,20,present
1341,61,21,present
1342,61,22,present
1343,62,1,present
1344,62,2,present
1345,62,3,present
1346,62,4,absent
1347,62,5,present
1348,62,6,present
1349,62,7,present
1350,62,8,present
1351,62,9,present
1352,62,10,present
1353,62,11,absent
1354,62,12,present
1355,62,13,present
1356,62,14,present
1357,62,15,present
1358,62,16,present
1359,62,17,absent
1360,62,18,present
1361,62,19,absent
1362,62,20,present
1363,62,21,present
1364,62,22,present
1365,63,1,present
1366,63,2,present
1367,63,3,present
1368,63,4,present
1369,63,5,present
1370,63,6,present
1371,63,7,present
1372,63,8,present
1373,63,9,absent
1374,63,10,present
1375,63,11,present
1376,64,1,present
1377,64,2,late
1378,64,3,present
1379,64,4,absent
1380,64,5,present
1381,64,6,present
1382,64,7,present
1383,64,8,present
1384,64,9,present
1385,64,10,present
1386,64,11,present
1387,65,1,present
1388,65,2,present
1389,65,3,present
1390,65,4,present
1391,65,5,present
1392,65,6,present
1393,65,7,excused
1394,65,8,present
1395,65,9,present
1396,65,10,present
1397,65,11,present
1398,66,1,present
1399,66,2,present
1400,66,3,present
1401,66,4,late
1402,66,5,present
1403,66,6,present
1404,66,7,present
1405,66,8,present
1406,66,9,present
1407,66,10,present
1408,66,11,present
1409,67,1,present
1410,67,2,late
1411,67,3,present
1412,67,4,late
1413,67,5,present
1414,67,6,present
1415,67,7,present
1416,67,8,present
1417,67,9,absent
1418,67,10,absent
1419,67,11,present
1420,68,1,present
1421,68,2,present
1422,68,3,present
1423,68,4,present
1424,68,5,present
1425,68,6,present
1426,68,7,present
1427,68,8,present
1428,68,9,present
1429,68,10,present
1430,68,11,absent
1431,69,1,present
1432,69,2,present
1433,69,3,present
1434,69,4,present
1435,69,5,present
1436,69,6,present
1437,69,7,present
1438,69,8,present
1439,69,9,present
1440,69,10,present
1441,69,11,present
1442,70,1,present
1443,70,2,present
1444,70,3,present
1445,70,4,present
1446,70,5,present
1447,70,6,present
1448,70,7,present
1449,70,8,present
1450,70,9,present
1451,70,10,present
1452,70,11,absent
1453,71,1,present
1454,71,2,present
1455,71,3,present
1456,71,4,present
1457,71,5,present
1458,71,6,present
1459,71,7,present
1460,71,8,present
1461,71,9,present
1462,71,10,present
1463,71,11,present
1464,72,1,present
1465,72,2,present
1466,72,3,present
1467,72,4,present
1468,72,5,present
1469,72,6,present
1470,72,7,present
1471,72,8,present
1472,72,9,present
1473,72,10,present
1474,72,11,present
1475,73,1,present
1476,73,2,present
1477,73,3,present
1478,73,4,present
1479,73,5,present
1480,73,6,present
1481,73,7,present
1482,73,8,present
1483,73,9,absent
1484,73,10,present
1485,73,11,present
1486,74,12,present
1487,74,13,present
1488,74,14,present
1489,74,15,late
1490,74,16,present
1491,74,17,present
1492,74,18,present
1493,74,19,present
1494,74,20,present
1495,74,21,present
1496,74,22,present
1497,75,12,present
1498,75,13,present
1499,75,14,present
1500,75,15,present
1501,75,16,absent
1502,75,17,present
1503,75,18,present
1504,75,19,present
1505,75,20,present
1506,75,21,absent
1507,75,22,present
1508,76,12,absent
1509,76,13,present
1510,76,14,present
1511,76,15,present
1512,76,16,present
1513,76,17,present
1514,76,18,present
1515,76,19,present
1516,76,20,absent
1517,76,21,present
1518,76,22,present
1519,77,12,present
1520,77,13,present
1521,77,14,present
1522,77,15,present
1523,77,16,present
1524,77,17,present
1525,77,18,present
1526,77,19,absent
1527,77,20,present
1528,77,21,present
1529,77,22,present
1530,78,12,absent
1531,78,13,present
1532,78,14,present
1533,78,15,absent
1534,78,16,present
1535,78,17,present
1536,78,18,present
1537,78,19,present
1538,78,20,present
1539,78,21,absent
1540,78,22,present
1541,79,12,absent
1542,79,13,present
1543,79,14,present
1544,79,15,present
1545,79,16,present
1546,79,17,present
1547,79,18,absent
1548,79,19,present
1549,79,20,present
1550,79,21,absent
1551,79,22,present
1552,80,12,present
1553,80,13,present
1554,80,14,present
1555,80,15,late
1556,80,16,present
1557,80,17,present
1558,80,18,present
1559,80,19,present
1560,80,20,present
1561,80,21,absent
1562,80,22,present
1563,81,12,present
1564,81,13,present
1565,81,14,excused
1566,81,15,present
1567,81,16,present
1568,81,17,present
1569,81,18,present
1570,81,19,late
1571,81,20,present
1572,81,21,present
1573,81,22,present
1574,82,12,present
1575,82,13,present
1576,82,14,present
1577,82,15,present
1578,82,16,present
1579,82,17,present
1580,82,18,present
1581,82,19,present
1582,82,20,absent
1583,82,21,present
1584,82,22,present
1585,83,12,present
1586,83,13,present
1587,83,14,present
1588,83,15,present
1589,83,16,absent
1590,83,17,present
1591,83,18,absent
1592,83,19,present
1593,83,20,present
1594,83,21,present
1595,83,22,present
1596,84,1,present
1597,84,2,present
1598,84,3,present
1599,84,4,present
1600,84,5,present
1601,84,6,present
1602,84,7,present
1603,84,8,present
1604,84,9,present
1605,84,10,absent
1606,84,11,present
1607,84,12,present
1608,84,13,absent
1609,84,14,present
1610,84,15,present
1611,84,16,present
1612,84,17,present
1613,84,18,present
1614,84,19,present
1615,84,20,present
1616,84,21,present
1617,84,22,present
1618,85,1,present
1619,85,2,present
1620,85,3,present
1621,85,4,present
1622,85,5,present
1623,85,6,present
1624,85,7,present
1625,85,8,present
1626,85,9,present
1627,85,10,present
1628,85,11,present
1629,85,12,present
1630,85,13,present
1631,85,14,present
1632,85,15,absent
1633,85,16,present
1634,85,17,present
1635,85,18,present
1636,85,19,present
1637,85,20,present
1638,85,21,present
1639,85,22,present
1640,86,1,present
1641,86,2,present
1642,86,3,present
1643,86,4,present
1644,86,5,absent
