id,assessment_id,student_id,score,is_absent,graded_on
83,5,17,10.0,False,2026-08-22
84,5,18,6.9,False,2026-08-19
85,5,19,8.9,False,2026-08-17
86,5,20,9.0,False,2026-08-23
87,5,21,6.7,False,2026-08-16
88,5,22,10.0,False,2026-08-22
89,8,1,10.0,False,2026-07-16
90,8,2,10.0,False,2026-07-15
91,8,3,10.0,False,2026-07-14
92,8,4,8.2,False,2026-07-15
93,8,5,7.0,False,2026-07-10
94,8,6,7.0,False,2026-07-10
95,8,7,10.0,False,2026-07-13
96,8,8,9.0,False,2026-07-14
97,8,9,4.8,False,2026-07-11
98,8,10,8.9,False,2026-07-13
99,8,11,9.7,False,2026-07-14
100,8,12,8.5,False,2026-07-16
101,8,13,6.4,False,2026-07-16
102,8,14,10.0,False,2026-07-11
103,8,15,8.3,False,2026-07-10
104,8,16,10.0,False,2026-07-10
105,8,17,8.4,False,2026-07-09
106,8,18,6.9,False,2026-07-16
107,8,19,6.4,False,2026-07-14
108,8,20,8.6,False,2026-07-16
109,8,21,7.5,False,2026-07-16
110,8,22,10.0,False,2026-07-14
111,9,1,10.0,False,2026-07-14
112,9,2,9.5,False,2026-07-16
113,9,3,9.0,False,2026-07-15
114,9,4,8.5,False,2026-07-12
115,9,5,4.5,False,2026-07-20
116,9,6,8.9,False,2026-07-20
117,9,7,8.6,False,2026-07-16
118,9,8,8.9,False,2026-07-12
119,9,9,7.1,False,2026-07-17
120,9,10,7.7,False,2026-07-12
121,9,11,9.3,False,2026-07-19
122,9,12,8.7,False,2026-07-17
123,9,13,7.0,False,2026-07-15
124,9,14,7.2,False,2026-07-14
125,9,15,8.3,False,2026-07-20
126,9,16,9.5,False,2026-07-12
127,9,17,8.9,False,2026-07-16
128,9,18,0.0,True,2026-07-19
129,9,19,7.7,False,2026-07-17
130,9,20,7.8,False,2026-07-16
131,9,21,6.5,False,2026-07-17
132,9,22,9.3,False,2026-07-14
133,10,1,20.0,False,2026-08-03
134,10,2,17.4,False,2026-07-29
135,10,3,17.5,False,2026-08-02
136,10,4,15.0,False,2026-07-29
137,10,5,14.3,False,2026-07-31
138,10,6,17.1,False,2026-08-03
139,10,7,16.8,False,2026-07-28
140,10,8,18.0,False,2026-07-29
141,10,9,9.1,False,2026-07-28
142,10,10,15.7,False,2026-07-29
143,10,11,15.4,False,2026-08-01
144,10,12,19.4,False,2026-08-01
145,10,13,14.1,False,2026-07-28
146,10,14,14.9,False,2026-08-05
147,10,15,16.4,False,2026-08-05
148,10,16,20.0,False,2026-07-30
149,10,17,18.9,False,2026-08-02
150,10,18,18.3,False,2026-07-28
151,10,19,13.1,False,2026-07-28
152,10,20,15.9,False,2026-08-03
153,10,21,10.8,False,2026-08-02
154,10,22,17.3,False,2026-08-05
155,11,1,10.0,False,2026-08-19
156,11,2,10.0,False,2026-08-16
157,11,3,10.0,False,2026-08-23
158,11,4,6.1,False,2026-08-17
159,11,5,5.2,False,2026-08-23
160,11,6,8.3,False,2026-08-21
161,11,7,10.0,False,2026-08-17
162,11,8,9.2,False,2026-08-21
163,11,9,5.1,False,2026-08-18
164,11,10,8.3,False,2026-08-21
165,11,11,9.5,False,2026-08-21
166,11,12,6.1,False,2026-08-19
167,11,13,6.6,False,2026-08-21
168,11,14,7.1,False,2026-08-21
169,11,15,8.7,False,2026-08-20
170,11,16,8.7,False,2026-08-17
171,11,17,10.0,False,2026-08-18
172,11,18,8.3,False,2026-08-19
173,11,19,7.7,False,2026-08-17
174,11,20,10.0,False,2026-08-24
175,11,21,6.6,False,2026-08-19
176,11,22,7.8,False,2026-08-24
177,14,1,48.2,False,2026-08-27
178,14,2,44.4,False,2026-09-01
179,14,3,47.6,False,2026-08-31
180,14,4,40.0,False,2026-09-02
181,14,5,27.0,False,2026-09-02
182,14,6,39.2,False,2026-08-27
183,14,7,43.6,False,2026-08-28
184,14,8,39.7,False,2026-08-27
185,14,9,27.5,False,2026-08-27
186,14,10,36.1,False,2026-09-02
187,14,11,35.3,False,2026-09-01
188,16,12,44.3,False,2026-08-25
189,16,13,39.0,False,2026-08-25
190,16,14,48.1,False,2026-08-27
191,16,15,45.2,False,2026-08-23
192,16,16,44.4,False,2026-08-27
193,16,17,50.0,False,2026-08-30
194,16,18,33.5,False,2026-08-25
195,16,19,40.4,False,2026-08-25
196,16,20,47.7,False,2026-08-31
197,16,21,39.1,False,2026-08-30
198,16,22,50.0,False,2026-08-24
199,18,1,10.0,False,2026-07-15
200,18,2,9.7,False,2026-07-09
201,18,3,8.2,False,2026-07-07
202,18,4,7.7,False,2026-07-15
203,18,5,4.8,False,2026-07-09
204,18,6,7.9,False,2026-07-15
205,18,7,10.0,False,2026-07-13
206,18,8,5.9,False,2026-07-12
207,18,9,7.3,False,2026-07-14
208,18,10,7.0,False,2026-07-13
209,18,11,7.3,False,2026-07-08
210,18,12,10.0,False,2026-07-11
211,18,13,6.1,False,2026-07-11
212,18,14,8.7,False,2026-07-15
213,18,15,7.3,False,2026-07-07
214,18,16,9.9,False,2026-07-08
215,18,17,9.1,False,2026-07-12
216,18,18,6.8,False,2026-07-08
217,18,19,8.8,False,2026-07-15
218,18,20,9.8,False,2026-07-12
219,18,21,5.4,False,2026-07-10
220,18,22,7.1,False,2026-07-15
221,19,1,10.0,False,2026-07-18
222,19,2,10.0,False,2026-07-20
223,19,3,8.6,False,2026-07-17
224,19,4,6.0,False,2026-07-16
225,19,5,6.4,False,2026-07-22
226,19,6,8.7,False,2026-07-14
227,19,7,0.0,True,2026-07-15
228,19,8,10.0,False,2026-07-21
229,19,9,7.1,False,2026-07-17
230,19,10,7.7,False,2026-07-14
231,19,11,8.1,False,2026-07-22
232,19,12,6.2,False,2026-07-14
233,19,13,8.9,False,2026-07-21
234,19,14,0.0,True,2026-07-22
235,19,15,7.8,False,2026-07-22
236,19,16,9.8,False,2026-07-16
237,19,17,9.7,False,2026-07-16
238,19,18,6.0,False,2026-07-18
239,19,19,8.1,False,2026-07-17
240,19,20,7.4,False,2026-07-15
241,19,21,9.2,False,2026-07-22
242,19,22,8.6,False,2026-07-19
243,20,1,19.7,False,2026-08-01
244,20,2,18.7,False,2026-07-31
245,20,3,19.6,False,2026-07-29
246,20,4,12.7,False,2026-07-29
247,20,5,9.2,False,2026-08-05
248,20,6,3.8,False,2026-08-04
249,20,7,4.8,False,2026-08-01
250,20,8,17.4,False,2026-08-05
251,20,9,5.4,False,2026-07-28
252,20,10,17.9,False,2026-08-03
253,20,11,3.9,False,2026-08-03
254,20,12,5.8,False,2026-07-30
255,20,13,12.8,False,2026-08-02
256,20,14,17.5,False,2026-07-28
257,20,15,14.7,False,2026-08-02
258,20,16,17.1,False,2026-08-01
259,20,17,20.0,False,2026-08-02
260,20,18,15.5,False,2026-08-04
261,20,19,4.3,False,2026-08-02
262,20,20,6.3,False,2026-08-01
263,20,21,13.2,False,2026-07-31
264,20,22,19.4,False,2026-08-01
265,21,1,8.6,False,2026-08-18
266,21,2,8.6,False,2026-08-16
267,21,3,9.3,False,2026-08-24
268,21,4,9.3,False,2026-08-21
269,21,5,5.5,False,2026-08-16
270,21,6,7.0,False,2026-08-18
271,21,7,10.0,False,2026-08-17
272,21,8,8.8,False,2026-08-21
273,21,9,6.0,False,2026-08-20
274,21,10,9.2,False,2026-08-22
275,21,11,10.0,False,2026-08-19
276,21,12,10.0,False,2026-08-24
277,21,13,7.8,False,2026-08-24
278,21,14,10.0,False,2026-08-23
279,21,15,8.7,False,2026-08-18
280,21,16,8.8,False,2026-08-21
281,21,17,8.8,False,2026-08-17
282,21,18,7.7,False,2026-08-21
283,21,19,8.0,False,2026-08-20
284,21,20,9.4,False,2026-08-22
285,21,21,7.8,False,2026-08-21
286,21,22,10.0,False,2026-08-24
287,24,1,9.7,False,2026-07-15
288,24,2,8.3,False,2026-07-09
289,24,3,7.8,False,2026-07-12
290,24,4,0.0,True,2026-07-16
291,24,5,6.2,False,2026-07-15
292,24,6,6.0,False,2026-07-15
293,24,7,0.0,True,2026-07-14
294,24,8,7.6,False,2026-07-11
295,24,9,6.5,False,2026-07-16
296,24,10,6.9,False,2026-07-11
297,24,11,9.4,False,2026-07-14
298,24,12,10.0,False,2026-07-09
299,24,13,6.2,False,2026-07-12
300,24,14,9.0,False,2026-07-16
301,24,15,8.3,False,2026-07-10
302,24,16,8.4,False,2026-07-09
303,24,17,9.1,False,2026-07-15
304,24,18,5.8,False,2026-07-08
305,24,19,9.5,False,2026-07-09
306,24,20,10.0,False,2026-07-10
307,24,21,7.6,False,2026-07-10
308,24,22,0.0,True,2026-07-11
309,25,1,8.9,False,2026-07-18
310,25,2,10.0,False,2026-07-13
311,25,3,7.7,False,2026-07-13
312,25,4,10.0,False,2026-07-19
313,25,5,6.4,False,2026-07-17
314,25,6,8.5,False,2026-07-13
315,25,7,10.0,False,2026-07-20
316,25,8,9.3,False,2026-07-13
317,25,9,6.7,False,2026-07-16
318,25,10,9.9,False,2026-07-17
319,25,11,9.1,False,2026-07-21
320,25,12,8.4,False,2026-07-17
321,25,13,6.0,False,2026-07-13
322,25,14,8.7,False,2026-07-16
323,25,15,8.7,False,2026-07-13
324,25,16,9.4,False,2026-07-17
325,25,17,9.2,False,2026-07-13
326,25,18,6.4,False,2026-07-20
327,25,19,7.6,False,2026-07-16
328,25,20,7.8,False,2026-07-14
329,25,21,7.6,False,2026-07-13
330,25,22,8.3,False,2026-07-15
331,26,1,20.0,False,2026-08-02
332,26,2,15.5,False,2026-08-03
333,26,3,17.6,False,2026-08-02
334,26,4,15.0,False,2026-07-28
335,26,5,13.3,False,2026-07-29
336,26,6,17.7,False,2026-07-27
337,26,7,20.0,False,2026-08-02
338,26,8,18.4,False,2026-08-04
339,26,9,10.1,False,2026-07-30
340,26,10,14.3,False,2026-07-28
341,26,11,20.0,False,2026-07-28
342,26,12,17.8,False,2026-07-27
343,26,13,11.5,False,2026-08-01
344,26,14,20.0,False,2026-07-27
345,26,15,16.5,False,2026-07-28
346,26,16,17.5,False,2026-07-28
347,26,17,20.0,False,2026-07-30
348,26,18,12.0,False,2026-07-30
349,26,19,16.9,False,2026-07-29
350,26,20,19.9,False,2026-08-04
351,26,21,15.1,False,2026-08-01
352,26,22,19.0,False,2026-08-02
353,27,1,10.0,False,2026-08-20
354,27,2,9.9,False,2026-08-23
355,27,3,9.9,False,2026-08-20
356,27,4,8.1,False,2026-08-20
357,27,5,5.9,False,2026-08-20
358,27,6,7.0,False,2026-08-23
359,27,7,10.0,False,2026-08-19
360,27,8,9.8,False,2026-08-22
361,27,9,5.0,False,2026-08-19
362,27,10,8.5,False,2026-08-23
363,27,11,0.0,True,2026-08-18
364,27,12,10.0,False,2026-08-20
365,27,13,9.0,False,2026-08-19
366,27,14,8.9,False,2026-08-23
367,27,15,5.5,False,2026-08-15
368,27,16,8.6,False,2026-08-17
369,27,17,10.0,False,2026-08-18
370,27,18,7.8,False,2026-08-19
371,27,19,8.8,False,2026-08-16
372,27,20,9.0,False,2026-08-22
373,27,21,8.9,False,2026-08-16
374,27,22,10.0,False,2026-08-19
375,30,1,47.3,False,2026-09-02
376,30,2,50.0,False,2026-08-26
377,30,3,43.2,False,2026-08-26
378,30,4,46.5,False,2026-08-31
379,30,5,22.0,False,2026-08-25
380,30,6,41.9,False,2026-08-27
381,30,7,50.0,False,2026-09-01
382,30,8,39.5,False,2026-09-01
383,30,9,40.2,False,2026-08-30
384,30,10,43.7,False,2026-08-26
385,30,11,44.0,False,2026-08-27
386,32,12,44.6,False,2026-08-23
387,32,13,32.6,False,2026-08-30
388,32,14,49.0,False,2026-08-30
389,32,15,35.1,False,2026-08-24
390,32,16,46.9,False,2026-08-22
391,32,17,42.1,False,2026-08-26
392,32,18,43.1,False,2026-08-26
393,32,19,41.9,False,2026-08-29
394,32,20,50.0,False,2026-08-22
395,32,21,47.3,False,2026-08-27
396,32,22,49.6,False,2026-08-22
397,34,1,10.0,False,2026-07-08
398,34,2,10.0,False,2026-07-14
399,34,3,9.7,False,2026-07-15
400,34,4,7.1,False,2026-07-15
401,34,5,5.5,False,2026-07-15
402,34,6,7.8,False,2026-07-14
403,34,7,9.1,False,2026-07-12
404,34,8,8.4,False,2026-07-11
405,34,9,6.4,False,2026-07-07
406,34,10,10.0,False,2026-07-13
407,34,11,10.0,False,2026-07-15
408,34,12,7.4,False,2026-07-10
409,34,13,8.3,False,2026-07-08
410,34,14,10.0,False,2026-07-15
411,34,15,9.3,False,2026-07-10
412,34,16,9.1,False,2026-07-09
413,34,17,9.3,False,2026-07-14
414,34,18,7.4,False,2026-07-10
415,34,19,7.0,False,2026-07-10
416,34,20,7.2,False,2026-07-11
417,34,21,7.1,False,2026-07-13
418,34,22,7.1,False,2026-07-09
419,35,1,10.0,False,2026-07-16
420,35,2,8.9,False,2026-07-17
421,35,3,8.5,False,2026-07-21
422,35,4,6.3,False,2026-07-19
423,35,5,2.9,False,2026-07-19
424,35,6,8.8,False,2026-07-18
425,35,7,10.0,False,2026-07-19
426,35,8,8.5,False,2026-07-18
427,35,9,5.4,False,2026-07-16
428,35,10,7.7,False,2026-07-22
429,35,11,9.9,False,2026-07-20
430,35,12,10.0,False,2026-07-21
431,35,13,6.3,False,2026-07-15
432,35,14,8.7,False,2026-07-15
433,35,15,10.0,False,2026-07-18
434,35,16,8.3,False,2026-07-16
435,35,17,10.0,False,2026-07-22
436,35,18,9.4,False,2026-07-22
437,35,19,8.7,False,2026-07-21
438,35,20,7.7,False,2026-07-21
439,35,21,6.6,False,2026-07-23
440,35,22,8.1,False,2026-07-15
441,36,1,20.0,False,2026-08-04
442,36,2,20.0,False,2026-07-29
443,36,3,15.9,False,2026-08-01
444,36,4,17.8,False,2026-07-29
445,36,5,11.3,False,2026-07-27
446,36,6,16.9,False,2026-07-31
447,36,7,18.5,False,2026-07-29
448,36,8,10.5,False,2026-07-29
449,36,9,12.4,False,2026-07-27
450,36,10,16.3,False,2026-08-03
451,36,11,16.8,False,2026-07-30
452,36,12,17.3,False,2026-08-03
453,36,13,11.6,False,2026-07-27
454,36,14,17.9,False,2026-08-04
455,36,15,15.2,False,2026-07-30
456,36,16,20.0,False,2026-07-29
457,36,17,20.0,False,2026-07-27
458,36,18,14.6,False,2026-07-31
459,36,19,15.3,False,2026-07-29
460,36,20,17.7,False,2026-07-31
461,36,21,13.4,False,2026-08-04
462,36,22,16.3,False,2026-08-03
463,37,1,10.0,False,2026-08-24
464,37,2,9.6,False,2026-08-25
465,37,3,9.5,False,2026-08-20
466,37,4,6.5,False,2026-08-21
467,37,5,6.9,False,2026-08-25
468,37,6,9.4,False,2026-08-22
469,37,7,9.2,False,2026-08-27
470,37,8,7.7,False,2026-08-26
471,37,9,5.9,False,2026-08-23
472,37,10,6.7,False,2026-08-24
473,37,11,8.4,False,2026-08-21
474,37,12,10.0,False,2026-08-26
475,37,13,5.4,False,2026-08-21
476,37,14,8.4,False,2026-08-22
477,37,15,0.0,True,2026-08-19
478,37,16,6.5,False,2026-08-20
479,37,17,10.0,False,2026-08-25
480,37,18,6.2,False,2026-08-24
481,37,19,6.7,False,2026-08-22
482,37,20,10.0,False,2026-08-23
483,37,21,8.2,False,2026-08-24
484,37,22,8.3,False,2026-08-20
485,40,1,50.0,False,2026-08-27
486,40,2,49.0,False,2026-08-26
487,40,3,44.7,False,2026-08-22
488,40,4,45.3,False,2026-08-23
489,40,5,25.4,False,2026-08-30
490,40,6,40.0,False,2026-08-27
491,40,7,50.0,False,2026-08-27
492,40,8,35.9,False,2026-08-23
493,40,9,36.2,False,2026-08-24
494,40,10,29.3,False,2026-08-22
495,40,11,34.1,False,2026-08-22
496,42,12,45.6,False,2026-08-23
497,42,13,28.9,False,2026-08-26
498,42,14,50.0,False,2026-08-26
499,42,15,36.9,False,2026-08-26
500,42,16,44.6,False,2026-08-27
501,42,17,50.0,False,2026-08-24
502,42,18,26.6,False,2026-08-22
503,42,19,46.1,False,2026-08-30
504,42,20,40.4,False,2026-08-27
505,42,21,38.1,False,2026-08-25
506,42,22,50.0,False,2026-08-26
507,44,57,10.0,False,2026-07-06
508,44,58,9.4,False,2026-07-06
509,44,59,9.2,False,2026-07-13
510,44,60,9.4,False,2026-07-10
511,44,61,7.6,False,2026-07-14
512,44,62,9.5,False,2026-07-13
513,44,63,8.3,False,2026-07-13
514,44,64,9.5,False,2026-07-10
515,44,65,9.9,False,2026-07-09
516,44,66,7.0,False,2026-07-08
517,44,67,9.5,False,2026-07-12
518,44,68,6.8,False,2026-07-11
519,44,69,9.6,False,2026-07-06
520,44,70,6.2,False,2026-07-07
521,44,71,7.2,False,2026-07-11
522,44,72,9.7,False,2026-07-08
523,44,73,8.5,False,2026-07-07
524,44,74,9.2,False,2026-07-07
525,44,75,9.4,False,2026-07-12
526,44,76,6.6,False,2026-07-09
527,44,77,5.6,False,2026-07-11
528,44,78,7.4,False,2026-07-12
529,45,57,9.7,False,2026-07-16
530,45,58,9.1,False,2026-07-15
531,45,59,8.2,False,2026-07-15
532,45,60,7.1,False,2026-07-21
533,45,61,7.7,False,2026-07-18
534,45,62,9.3,False,2026-07-15
535,45,63,7.4,False,2026-07-20
536,45,64,8.7,False,2026-07-14
537,45,65,10.0,False,2026-07-14
538,45,66,9.7,False,2026-07-16
539,45,67,7.7,False,2026-07-21
540,45,68,8.2,False,2026-07-19
541,45,69,8.5,False,2026-07-20
542,45,70,10.0,False,2026-07-19
543,45,71,9.4,False,2026-07-22
544,45,72,8.6,False,2026-07-16
545,45,73,9.9,False,2026-07-14
546,45,74,0.0,True,2026-07-22
547,45,75,9.5,False,2026-07-14
548,45,76,7.0,False,2026-07-20
549,45,77,7.2,False,2026-07-20
550,45,78,7.1,False,2026-07-16
551,46,57,20.0,False,2026-07-30
552,46,58,16.4,False,2026-07-27
553,46,59,13.6,False,2026-07-27
554,46,60,17.3,False,2026-08-03
555,46,61,16.5,False,2026-07-31
556,46,62,16.0,False,2026-07-26
557,46,63,14.9,False,2026-07-31
558,46,64,19.9,False,2026-07-30
559,46,65,20.0,False,2026-07-30
560,46,66,17.7,False,2026-07-30
561,46,67,19.4,False,2026-07-26
562,46,68,16.9,False,2026-07-30
563,46,69,19.3,False,2026-07-27
564,46,70,13.9,False,2026-07-27
565,46,71,16.9,False,2026-07-30
566,46,72,16.0,False,2026-07-30
567,46,73,20.0,False,2026-07-28
568,46,74,18.6,False,2026-07-31
569,46,75,18.8,False,2026-08-02
570,46,76,14.2,False,2026-08-03
571,46,77,18.2,False,2026-07-28
572,46,78,15.0,False,2026-07-28
573,47,57,10.0,False,2026-08-25
574,47,58,8.4,False,2026-08-20
575,47,59,8.7,False,2026-08-22
576,47,60,10.0,False,2026-08-19
577,47,61,9.1,False,2026-08-25
578,47,62,9.3,False,2026-08-26
579,47,63,8.9,False,2026-08-22
580,47,64,10.0,False,2026-08-24
581,47,65,10.0,False,2026-08-23
582,47,66,8.8,False,2026-08-18
583,47,67,9.6,False,2026-08-24
584,47,68,8.7,False,2026-08-22
585,47,69,8.7,False,2026-08-24
586,47,70,9.1,False,2026-08-21
587,47,71,7.8,False,2026-08-23
588,47,72,7.3,False,2026-08-20
589,47,73,0.0,True,2026-08-19
590,47,74,0.0,True,2026-08-19
591,47,75,7.4,False,2026-08-22
592,47,76,7.7,False,2026-08-18
593,47,77,8.9,False,2026-08-21
594,47,78,8.4,False,2026-08-19
595,50,57,10.0,False,2026-07-13
596,50,58,10.0,False,2026-07-12
597,50,59,9.5,False,2026-07-14
598,50,60,8.1,False,2026-07-13
599,50,61,9.0,False,2026-07-15
600,50,62,7.3,False,2026-07-13
601,50,63,10.0,False,2026-07-15
602,50,64,9.1,False,2026-07-12
603,50,65,10.0,False,2026-07-08
604,50,66,9.4,False,2026-07-12
605,50,67,9.6,False,2026-07-10
606,50,68,8.6,False,2026-07-07
607,50,69,10.0,False,2026-07-13
608,50,70,8.0,False,2026-07-12
609,50,71,5.6,False,2026-07-10
610,50,72,8.9,False,2026-07-10
611,50,73,10.0,False,2026-07-13
612,50,74,9.9,False,2026-07-15
613,50,75,8.3,False,2026-07-14
614,50,76,6.9,False,2026-07-07
615,50,77,8.8,False,2026-07-07
616,50,78,8.4,False,2026-07-10
617,51,57,9.0,False,2026-07-17
618,51,58,10.0,False,2026-07-18
619,51,59,8.5,False,2026-07-15
620,51,60,8.7,False,2026-07-15
621,51,61,0.0,True,2026-07-15
622,51,62,10.0,False,2026-07-16
623,51,63,8.1,False,2026-07-16
624,51,64,9.9,False,2026-07-18
625,51,65,10.0,False,2026-07-21
626,51,66,8.9,False,2026-07-23
627,51,67,9.9,False,2026-07-15
628,51,68,9.6,False,2026-07-20
629,51,69,9.9,False,2026-07-17
630,51,70,8.7,False,2026-07-23
631,51,71,8.3,False,2026-07-17
632,51,72,9.4,False,2026-07-21
633,51,73,9.7,False,2026-07-15
634,51,74,0.0,True,2026-07-16
635,51,75,8.7,False,2026-07-22
636,51,76,6.5,False,2026-07-18
637,51,77,9.0,False,2026-07-18
638,51,78,9.0,False,2026-07-15
639,52,57,20.0,False,2026-07-29
640,52,58,20.0,False,2026-07-29
641,52,59,16.7,False,2026-07-31
642,52,60,20.0,False,2026-08-04
643,52,61,18.1,False,2026-08-04
644,52,62,18.6,False,2026-08-02
645,52,63,19.8,False,2026-08-01
646,52,64,20.0,False,2026-07-30
647,52,65,20.0,False,2026-07-29
648,52,66,17.7,False,2026-08-04
649,52,67,13.8,False,2026-08-01
650,52,68,17.7,False,2026-07-30
651,52,69,15.7,False,2026-08-03
652,52,70,15.4,False,2026-08-04
653,52,71,16.8,False,2026-08-04
654,52,72,16.3,False,2026-08-03
655,52,73,19.1,False,2026-07-31
656,52,74,16.9,False,2026-07-30
657,52,75,20.0,False,2026-07-28
658,52,76,13.4,False,2026-08-04
659,52,77,16.6,False,2026-08-03
660,52,78,14.0,False,2026-07-29
661,53,57,10.0,False,2026-08-24
662,53,58,9.5,False,2026-08-20
663,53,59,7.8,False,2026-08-18
664,53,60,9.5,False,2026-08-22
665,53,61,8.6,False,2026-08-18
666,53,62,9.9,False,2026-08-25
667,53,63,9.1,False,2026-08-23
668,53,64,7.5,False,2026-08-18
669,53,65,10.0,False,2026-08-23
670,53,66,8.2,False,2026-08-22
671,53,67,7.8,False,2026-08-26
672,53,68,8.4,False,2026-08-21
673,53,69,9.2,False,2026-08-18
674,53,70,7.9,False,2026-08-23
675,53,71,8.3,False,2026-08-18
676,53,72,8.4,False,2026-08-20
677,53,73,8.6,False,2026-08-21
678,53,74,7.9,False,2026-08-23
679,53,75,9.1,False,2026-08-21
680,53,76,8.5,False,2026-08-21
681,53,77,7.5,False,2026-08-24
682,53,78,10.0,False,2026-08-19
683,56,57,10.0,False,2026-07-12
684,56,58,10.0,False,2026-07-13
685,56,59,10.0,False,2026-07-13
686,56,60,8.5,False,2026-07-10
687,56,61,7.5,False,2026-07-10
688,56,62,8.5,False,2026-07-10
689,56,63,9.0,False,2026-07-10
690,56,64,10.0,False,2026-07-13
691,56,65,10.0,False,2026-07-13
692,56,66,9.9,False,2026-07-10
693,56,67,7.6,False,2026-07-12
694,56,68,8.9,False,2026-07-08
695,56,69,8.0,False,2026-07-15
696,56,70,9.1,False,2026-07-10
697,56,71,9.7,False,2026-07-13
698,56,72,8.8,False,2026-07-12
699,56,73,8.7,False,2026-07-10
700,56,74,9.4,False,2026-07-15
701,56,75,8.8,False,2026-07-08
702,56,76,8.4,False,2026-07-16
703,56,77,8.6,False,2026-07-11
704,56,78,8.5,False,2026-07-09
705,57,57,10.0,False,2026-07-16
706,57,58,10.0,False,2026-07-17
707,57,59,8.4,False,2026-07-14
708,57,60,9.3,False,2026-07-19
709,57,61,8.3,False,2026-07-13
710,57,62,9.8,False,2026-07-18
711,57,63,7.4,False,2026-07-19
712,57,64,10.0,False,2026-07-17
713,57,65,10.0,False,2026-07-21
714,57,66,9.4,False,2026-07-20
715,57,67,8.5,False,2026-07-15
716,57,68,6.8,False,2026-07-19
717,57,69,8.9,False,2026-07-14
718,57,70,7.3,False,2026-07-17
719,57,71,5.7,False,2026-07-14
720,57,72,9.1,False,2026-07-19
721,57,73,10.0,False,2026-07-19
722,57,74,9.9,False,2026-07-20
723,57,75,8.6,False,2026-07-15
724,57,76,6.1,False,2026-07-17
725,57,77,8.2,False,2026-07-17
726,57,78,8.2,False,2026-07-20
727,58,57,20.0,False,2026-07-31
728,58,58,20.0,False,2026-08-03
729,58,59,18.1,False,2026-08-03
730,58,60,14.8,False,2026-08-03
731,58,61,16.1,False,2026-08-03
732,58,62,17.5,False,2026-08-04
733,58,63,14.9,False,2026-07-31
734,58,64,20.0,False,2026-08-01
