id,student_id,offering_id,subject_code,term,status,enrolled_on
100,5,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
101,5,156,24CH101P,2025-26-EVEN,enrolled,2026-01-05
102,5,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
103,5,159,24EE101P,2025-26-EVEN,enrolled,2026-01-05
104,5,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
105,5,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
106,5,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
107,5,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
108,5,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
109,5,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
110,5,167,24CP102P,2025-26-EVEN,enrolled,2026-01-05
111,6,1,24INT151,2026-27-ODD,enrolled,2026-06-16
112,6,2,24MA202T,2026-27-ODD,enrolled,2026-06-16
113,6,3,24CS201T,2026-27-ODD,enrolled,2026-06-16
114,6,4,24CS201P,2026-27-ODD,enrolled,2026-06-16
115,6,6,24CS202T,2026-27-ODD,enrolled,2026-06-16
116,6,7,24CS203T,2026-27-ODD,enrolled,2026-06-16
117,6,8,24CS203P,2026-27-ODD,enrolled,2026-06-16
118,6,10,24CS204T,2026-27-ODD,enrolled,2026-06-16
119,6,11,24CS204P,2026-27-ODD,enrolled,2026-06-16
120,6,153,24HS105T,2025-26-EVEN,enrolled,2026-01-05
121,6,154,24MA103T,2025-26-EVEN,enrolled,2026-01-05
122,6,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
123,6,156,24CH101P,2025-26-EVEN,enrolled,2026-01-05
124,6,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
125,6,159,24EE101P,2025-26-EVEN,enrolled,2026-01-05
126,6,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
127,6,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
128,6,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
129,6,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
130,6,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
131,6,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
132,6,167,24CP102P,2025-26-EVEN,enrolled,2026-01-05
133,7,1,24INT151,2026-27-ODD,enrolled,2026-06-16
134,7,2,24MA202T,2026-27-ODD,enrolled,2026-06-16
135,7,3,24CS201T,2026-27-ODD,enrolled,2026-06-16
136,7,4,24CS201P,2026-27-ODD,enrolled,2026-06-16
137,7,6,24CS202T,2026-27-ODD,enrolled,2026-06-16
138,7,7,24CS203T,2026-27-ODD,enrolled,2026-06-16
139,7,8,24CS203P,2026-27-ODD,enrolled,2026-06-16
140,7,10,24CS204T,2026-27-ODD,enrolled,2026-06-16
141,7,11,24CS204P,2026-27-ODD,enrolled,2026-06-16
142,7,153,24HS105T,2025-26-EVEN,enrolled,2026-01-05
143,7,154,24MA103T,2025-26-EVEN,enrolled,2026-01-05
144,7,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
145,7,156,24CH101P,2025-26-EVEN,enrolled,2026-01-05
146,7,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
147,7,159,24EE101P,2025-26-EVEN,enrolled,2026-01-05
148,7,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
149,7,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
150,7,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
151,7,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
152,7,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
153,7,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
154,7,167,24CP102P,2025-26-EVEN,enrolled,2026-01-05
155,8,1,24INT151,2026-27-ODD,enrolled,2026-06-16
156,8,2,24MA202T,2026-27-ODD,enrolled,2026-06-16
157,8,3,24CS201T,2026-27-ODD,enrolled,2026-06-16
158,8,4,24CS201P,2026-27-ODD,enrolled,2026-06-16
159,8,6,24CS202T,2026-27-ODD,enrolled,2026-06-16
160,8,7,24CS203T,2026-27-ODD,enrolled,2026-06-16
161,8,8,24CS203P,2026-27-ODD,enrolled,2026-06-16
162,8,10,24CS204T,2026-27-ODD,enrolled,2026-06-16
163,8,11,24CS204P,2026-27-ODD,enrolled,2026-06-16
164,8,153,24HS105T,2025-26-EVEN,enrolled,2026-01-05
165,8,154,24MA103T,2025-26-EVEN,enrolled,2026-01-05
166,8,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
167,8,156,24CH101P,2025-26-EVEN,enrolled,2026-01-05
168,8,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
169,8,159,24EE101P,2025-26-EVEN,enrolled,2026-01-05
170,8,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
171,8,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
172,8,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
173,8,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
174,8,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
175,8,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
176,8,167,24CP102P,2025-26-EVEN,enrolled,2026-01-05
177,9,1,24INT151,2026-27-ODD,enrolled,2026-06-16
178,9,2,24MA202T,2026-27-ODD,enrolled,2026-06-16
179,9,3,24CS201T,2026-27-ODD,enrolled,2026-06-16
180,9,5,24CS201P,2026-27-ODD,enrolled,2026-06-16
181,9,6,24CS202T,2026-27-ODD,enrolled,2026-06-16
182,9,7,24CS203T,2026-27-ODD,enrolled,2026-06-16
183,9,9,24CS203P,2026-27-ODD,enrolled,2026-06-16
184,9,10,24CS204T,2026-27-ODD,enrolled,2026-06-16
185,9,12,24CS204P,2026-27-ODD,enrolled,2026-06-16
186,9,153,24HS105T,2025-26-EVEN,enrolled,2026-01-05
187,9,154,24MA103T,2025-26-EVEN,enrolled,2026-01-05
188,9,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
189,9,157,24CH101P,2025-26-EVEN,enrolled,2026-01-05
190,9,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
191,9,160,24EE101P,2025-26-EVEN,enrolled,2026-01-05
192,9,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
193,9,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
194,9,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
195,9,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
196,9,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
197,9,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
198,9,168,24CP102P,2025-26-EVEN,enrolled,2026-01-05
199,10,1,24INT151,2026-27-ODD,enrolled,2026-06-16
200,10,2,24MA202T,2026-27-ODD,enrolled,2026-06-16
201,10,3,24CS201T,2026-27-ODD,enrolled,2026-06-16
202,10,5,24CS201P,2026-27-ODD,enrolled,2026-06-16
203,10,6,24CS202T,2026-27-ODD,enrolled,2026-06-16
204,10,7,24CS203T,2026-27-ODD,enrolled,2026-06-16
205,10,9,24CS203P,2026-27-ODD,enrolled,2026-06-16
206,10,10,24CS204T,2026-27-ODD,enrolled,2026-06-16
207,10,12,24CS204P,2026-27-ODD,enrolled,2026-06-16
208,10,153,24HS105T,2025-26-EVEN,enrolled,2026-01-05
209,10,154,24MA103T,2025-26-EVEN,enrolled,2026-01-05
210,10,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
211,10,157,24CH101P,2025-26-EVEN,enrolled,2026-01-05
212,10,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
213,10,160,24EE101P,2025-26-EVEN,enrolled,2026-01-05
214,10,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
215,10,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
216,10,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
217,10,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
218,10,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
219,10,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
220,10,168,24CP102P,2025-26-EVEN,enrolled,2026-01-05
221,11,1,24INT151,2026-27-ODD,enrolled,2026-06-16
222,11,2,24MA202T,2026-27-ODD,enrolled,2026-06-16
223,11,3,24CS201T,2026-27-ODD,enrolled,2026-06-16
224,11,5,24CS201P,2026-27-ODD,enrolled,2026-06-16
225,11,6,24CS202T,2026-27-ODD,enrolled,2026-06-16
226,11,7,24CS203T,2026-27-ODD,enrolled,2026-06-16
227,11,9,24CS203P,2026-27-ODD,enrolled,2026-06-16
228,11,10,24CS204T,2026-27-ODD,enrolled,2026-06-16
229,11,12,24CS204P,2026-27-ODD,enrolled,2026-06-16
230,11,153,24HS105T,2025-26-EVEN,enrolled,2026-01-05
231,11,154,24MA103T,2025-26-EVEN,enrolled,2026-01-05
232,11,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
233,11,157,24CH101P,2025-26-EVEN,enrolled,2026-01-05
234,11,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
235,11,160,24EE101P,2025-26-EVEN,enrolled,2026-01-05
236,11,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
237,11,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
238,11,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
239,11,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
240,11,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
241,11,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
242,11,168,24CP102P,2025-26-EVEN,enrolled,2026-01-05
243,12,1,24INT151,2026-27-ODD,enrolled,2026-06-16
244,12,2,24MA202T,2026-27-ODD,enrolled,2026-06-16
245,12,3,24CS201T,2026-27-ODD,enrolled,2026-06-16
246,12,5,24CS201P,2026-27-ODD,enrolled,2026-06-16
247,12,6,24CS202T,2026-27-ODD,enrolled,2026-06-16
248,12,7,24CS203T,2026-27-ODD,enrolled,2026-06-16
249,12,9,24CS203P,2026-27-ODD,enrolled,2026-06-16
250,12,10,24CS204T,2026-27-ODD,enrolled,2026-06-16
251,12,12,24CS204P,2026-27-ODD,enrolled,2026-06-16
252,12,153,24HS105T,2025-26-EVEN,enrolled,2026-01-05
253,12,154,24MA103T,2025-26-EVEN,enrolled,2026-01-05
254,12,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
255,12,157,24CH101P,2025-26-EVEN,enrolled,2026-01-05
256,12,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
257,12,160,24EE101P,2025-26-EVEN,enrolled,2026-01-05
258,12,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
259,12,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
260,12,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
261,12,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
262,12,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
263,12,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
264,12,168,24CP102P,2025-26-EVEN,enrolled,2026-01-05
265,13,1,24INT151,2026-27-ODD,enrolled,2026-06-16
266,13,2,24MA202T,2026-27-ODD,enrolled,2026-06-16
267,13,3,24CS201T,2026-27-ODD,enrolled,2026-06-16
268,13,5,24CS201P,2026-27-ODD,enrolled,2026-06-16
269,13,6,24CS202T,2026-27-ODD,enrolled,2026-06-16
270,13,7,24CS203T,2026-27-ODD,enrolled,2026-06-16
271,13,9,24CS203P,2026-27-ODD,enrolled,2026-06-16
272,13,10,24CS204T,2026-27-ODD,enrolled,2026-06-16
273,13,12,24CS204P,2026-27-ODD,enrolled,2026-06-16
274,13,153,24HS105T,2025-26-EVEN,enrolled,2026-01-05
275,13,154,24MA103T,2025-26-EVEN,enrolled,2026-01-05
276,13,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
277,13,157,24CH101P,2025-26-EVEN,enrolled,2026-01-05
278,13,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
279,13,160,24EE101P,2025-26-EVEN,enrolled,2026-01-05
280,13,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
281,13,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
282,13,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
283,13,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
284,13,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
285,13,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
286,13,168,24CP102P,2025-26-EVEN,enrolled,2026-01-05
287,14,1,24INT151,2026-27-ODD,enrolled,2026-06-16
288,14,2,24MA202T,2026-27-ODD,enrolled,2026-06-16
289,14,3,24CS201T,2026-27-ODD,enrolled,2026-06-16
290,14,5,24CS201P,2026-27-ODD,enrolled,2026-06-16
291,14,6,24CS202T,2026-27-ODD,enrolled,2026-06-16
292,14,7,24CS203T,2026-27-ODD,enrolled,2026-06-16
293,14,9,24CS203P,2026-27-ODD,enrolled,2026-06-16
294,14,10,24CS204T,2026-27-ODD,enrolled,2026-06-16
295,14,12,24CS204P,2026-27-ODD,enrolled,2026-06-16
296,14,153,24HS105T,2025-26-EVEN,enrolled,2026-01-05
297,14,154,24MA103T,2025-26-EVEN,enrolled,2026-01-05
298,14,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
299,14,157,24CH101P,2025-26-EVEN,enrolled,2026-01-05
300,14,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
301,14,160,24EE101P,2025-26-EVEN,enrolled,2026-01-05
302,14,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
303,14,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
304,14,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
305,14,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
306,14,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
307,14,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
308,14,168,24CP102P,2025-26-EVEN,enrolled,2026-01-05
309,15,1,24INT151,2026-27-ODD,enrolled,2026-06-16
310,15,2,24MA202T,2026-27-ODD,enrolled,2026-06-16
311,15,3,24CS201T,2026-27-ODD,enrolled,2026-06-16
312,15,5,24CS201P,2026-27-ODD,enrolled,2026-06-16
313,15,6,24CS202T,2026-27-ODD,enrolled,2026-06-16
314,15,7,24CS203T,2026-27-ODD,enrolled,2026-06-16
315,15,9,24CS203P,2026-27-ODD,enrolled,2026-06-16
316,15,10,24CS204T,2026-27-ODD,enrolled,2026-06-16
317,15,12,24CS204P,2026-27-ODD,enrolled,2026-06-16
318,15,153,24HS105T,2025-26-EVEN,enrolled,2026-01-05
319,15,154,24MA103T,2025-26-EVEN,enrolled,2026-01-05
320,15,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
321,15,157,24CH101P,2025-26-EVEN,enrolled,2026-01-05
322,15,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
323,15,160,24EE101P,2025-26-EVEN,enrolled,2026-01-05
324,15,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
325,15,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
326,15,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
327,15,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
328,15,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
329,15,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
330,15,168,24CP102P,2025-26-EVEN,enrolled,2026-01-05
331,16,1,24INT151,2026-27-ODD,enrolled,2026-06-16
332,16,2,24MA202T,2026-27-ODD,enrolled,2026-06-16
333,16,3,24CS201T,2026-27-ODD,enrolled,2026-06-16
334,16,5,24CS201P,2026-27-ODD,enrolled,2026-06-16
335,16,6,24CS202T,2026-27-ODD,enrolled,2026-06-16
336,16,7,24CS203T,2026-27-ODD,enrolled,2026-06-16
337,16,9,24CS203P,2026-27-ODD,enrolled,2026-06-16
338,16,10,24CS204T,2026-27-ODD,enrolled,2026-06-16
339,16,12,24CS204P,2026-27-ODD,enrolled,2026-06-16
340,16,153,24HS105T,2025-26-EVEN,enrolled,2026-01-05
341,16,154,24MA103T,2025-26-EVEN,enrolled,2026-01-05
342,16,155,24CH101T,2025-26-EVEN,enrolled,2026-01-05
343,16,157,24CH101P,2025-26-EVEN,enrolled,2026-01-05
344,16,158,24EE101T,2025-26-EVEN,enrolled,2026-01-05
345,16,160,24EE101P,2025-26-EVEN,enrolled,2026-01-05
346,16,161,24BT101T,2025-26-EVEN,enrolled,2026-01-05
347,16,162,24YOG101,2025-26-EVEN,enrolled,2026-01-05
348,16,163,24NCC101,2025-26-EVEN,enrolled,2026-01-05
349,16,164,24NSS101,2025-26-EVEN,enrolled,2026-01-05
350,16,165,24HS104T,2025-26-EVEN,enrolled,2026-01-05
351,16,166,24CP102T,2025-26-EVEN,enrolled,2026-01-05
352,16,168,24CP102P,2025-26-EVEN,enrolled,2026-01-05
353,17,28,24INT151,2026-27-ODD,enrolled,2026-06-16
354,17,29,24IT201T,2026-27-ODD,enrolled,2026-06-16
355,17,30,24IT202T,2026-27-ODD,enrolled,2026-06-16
356,17,31,24IT202P,2026-27-ODD,enrolled,2026-06-16
357,17,33,24IT203T,2026-27-ODD,enrolled,2026-06-16
358,17,34,24IT203P,2026-27-ODD,enrolled,2026-06-16
359,17,36,24IT204T,2026-27-ODD,enrolled,2026-06-16
360,17,37,24IT205T,2026-27-ODD,enrolled,2026-06-16
361,17,38,24MA202T,2026-27-ODD,enrolled,2026-06-16
362,17,169,24HS105T,2025-26-EVEN,enrolled,2026-01-05
363,17,170,24MA103T,2025-26-EVEN,enrolled,2026-01-05
364,17,171,24CH101T,2025-26-EVEN,enrolled,2026-01-05
365,17,172,24CH101P,2025-26-EVEN,enrolled,2026-01-05
366,17,174,24EE101T,2025-26-EVEN,enrolled,2026-01-05
367,17,175,24EE101P,2025-26-EVEN,enrolled,2026-01-05
368,17,177,24ME102P,2025-26-EVEN,enrolled,2026-01-05
369,17,179,24YOG101,2025-26-EVEN,enrolled,2026-01-05
370,17,180,24NCC101,2025-26-EVEN,enrolled,2026-01-05
371,17,181,24NSS101,2025-26-EVEN,enrolled,2026-01-05
372,17,182,24HS104T,2025-26-EVEN,enrolled,2026-01-05
373,17,183,24CP102T,2025-26-EVEN,enrolled,2026-01-05
374,17,184,24CP102P,2025-26-EVEN,enrolled,2026-01-05
375,18,28,24INT151,2026-27-ODD,enrolled,2026-06-16
376,18,29,24IT201T,2026-27-ODD,enrolled,2026-06-16
377,18,30,24IT202T,2026-27-ODD,enrolled,2026-06-16
378,18,31,24IT202P,2026-27-ODD,enrolled,2026-06-16
379,18,33,24IT203T,2026-27-ODD,enrolled,2026-06-16
380,18,34,24IT203P,2026-27-ODD,enrolled,2026-06-16
381,18,36,24IT204T,2026-27-ODD,enrolled,2026-06-16
382,18,37,24IT205T,2026-27-ODD,enrolled,2026-06-16
383,18,38,24MA202T,2026-27-ODD,enrolled,2026-06-16
384,18,169,24HS105T,2025-26-EVEN,enrolled,2026-01-05
385,18,170,24MA103T,2025-26-EVEN,enrolled,2026-01-05
386,18,171,24CH101T,2025-26-EVEN,enrolled,2026-01-05
387,18,172,24CH101P,2025-26-EVEN,enrolled,2026-01-05
388,18,174,24EE101T,2025-26-EVEN,enrolled,2026-01-05
389,18,175,24EE101P,2025-26-EVEN,enrolled,2026-01-05
390,18,177,24ME102P,2025-26-EVEN,enrolled,2026-01-05
391,18,179,24YOG101,2025-26-EVEN,enrolled,2026-01-05
392,18,180,24NCC101,2025-26-EVEN,enrolled,2026-01-05
393,18,181,24NSS101,2025-26-EVEN,enrolled,2026-01-05
394,18,182,24HS104T,2025-26-EVEN,enrolled,2026-01-05
395,18,183,24CP102T,2025-26-EVEN,enrolled,2026-01-05
396,18,184,24CP102P,2025-26-EVEN,enrolled,2026-01-05
397,19,28,24INT151,2026-27-ODD,enrolled,2026-06-16
398,19,29,24IT201T,2026-27-ODD,enrolled,2026-06-16
399,19,30,24IT202T,2026-27-ODD,enrolled,2026-06-16
400,19,31,24IT202P,2026-27-ODD,enrolled,2026-06-16
401,19,33,24IT203T,2026-27-ODD,enrolled,2026-06-16
402,19,34,24IT203P,2026-27-ODD,enrolled,2026-06-16
403,19,36,24IT204T,2026-27-ODD,enrolled,2026-06-16
404,19,37,24IT205T,2026-27-ODD,enrolled,2026-06-16
405,19,38,24MA202T,2026-27-ODD,enrolled,2026-06-16
406,19,169,24HS105T,2025-26-EVEN,enrolled,2026-01-05
407,19,170,24MA103T,2025-26-EVEN,enrolled,2026-01-05
408,19,171,24CH101T,2025-26-EVEN,enrolled,2026-01-05
409,19,172,24CH101P,2025-26-EVEN,enrolled,2026-01-05
410,19,174,24EE101T,2025-26-EVEN,enrolled,2026-01-05
411,19,175,24EE101P,2025-26-EVEN,enrolled,2026-01-05
412,19,177,24ME102P,2025-26-EVEN,enrolled,2026-01-05
413,19,179,24YOG101,2025-26-EVEN,enrolled,2026-01-05
414,19,180,24NCC101,2025-26-EVEN,enrolled,2026-01-05
415,19,181,24NSS101,2025-26-EVEN,enrolled,2026-01-05
